2026-04-25T15:29:03.784070 | 2026-04-25 | FACT-2026-04-25-0039 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664588 | 2026-04-26 | FACT-2026-04-26-0232 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664589 | 2026-04-26 | FACT-2026-04-26-0233 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664590 | 2026-04-26 | FACT-2026-04-26-0234 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664591 | 2026-04-26 | FACT-2026-04-26-0235 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664592 | 2026-04-26 | FACT-2026-04-26-0236 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664594 | 2026-04-26 | FACT-2026-04-26-0237 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664595 | 2026-04-26 | FACT-2026-04-26-0238 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664595 | 2026-04-26 | FACT-2026-04-26-0239 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664596 | 2026-04-26 | FACT-2026-04-26-0240 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664597 | 2026-04-26 | FACT-2026-04-26-0241 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664598 | 2026-04-26 | FACT-2026-04-26-0242 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664599 | 2026-04-26 | FACT-2026-04-26-0243 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664600 | 2026-04-26 | FACT-2026-04-26-0244 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664601 | 2026-04-26 | FACT-2026-04-26-0245 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664602 | 2026-04-26 | FACT-2026-04-26-0246 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664603 | 2026-04-26 | FACT-2026-04-26-0247 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664604 | 2026-04-26 | FACT-2026-04-26-0248 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664605 | 2026-04-26 | FACT-2026-04-26-0249 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664606 | 2026-04-26 | FACT-2026-04-26-0250 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664607 | 2026-04-26 | FACT-2026-04-26-0251 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664608 | 2026-04-26 | FACT-2026-04-26-0252 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664608 | 2026-04-26 | FACT-2026-04-26-0253 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664609 | 2026-04-26 | FACT-2026-04-26-0254 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664610 | 2026-04-26 | FACT-2026-04-26-0255 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664611 | 2026-04-26 | FACT-2026-04-26-0256 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664612 | 2026-04-26 | FACT-2026-04-26-0257 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664613 | 2026-04-26 | FACT-2026-04-26-0258 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664614 | 2026-04-26 | FACT-2026-04-26-0259 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664634 | 2026-04-26 | FACT-2026-04-26-0260 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664636 | 2026-04-26 | FACT-2026-04-26-0261 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664637 | 2026-04-26 | FACT-2026-04-26-0262 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664637 | 2026-04-26 | FACT-2026-04-26-0263 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664638 | 2026-04-26 | FACT-2026-04-26-0264 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664639 | 2026-04-26 | FACT-2026-04-26-0265 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664640 | 2026-04-26 | FACT-2026-04-26-0266 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664641 | 2026-04-26 | FACT-2026-04-26-0267 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664642 | 2026-04-26 | FACT-2026-04-26-0268 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664643 | 2026-04-26 | FACT-2026-04-26-0269 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664644 | 2026-04-26 | FACT-2026-04-26-0270 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664645 | 2026-04-26 | FACT-2026-04-26-0271 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664646 | 2026-04-26 | FACT-2026-04-26-0272 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664647 | 2026-04-26 | FACT-2026-04-26-0273 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664648 | 2026-04-26 | FACT-2026-04-26-0274 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664649 | 2026-04-26 | FACT-2026-04-26-0275 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664650 | 2026-04-26 | FACT-2026-04-26-0276 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664650 | 2026-04-26 | FACT-2026-04-26-0277 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664651 | 2026-04-26 | FACT-2026-04-26-0278 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664652 | 2026-04-26 | FACT-2026-04-26-0279 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664653 | 2026-04-26 | FACT-2026-04-26-0280 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664654 | 2026-04-26 | FACT-2026-04-26-0281 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664655 | 2026-04-26 | FACT-2026-04-26-0282 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664656 | 2026-04-26 | FACT-2026-04-26-0283 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664657 | 2026-04-26 | FACT-2026-04-26-0284 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664658 | 2026-04-26 | FACT-2026-04-26-0285 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664659 | 2026-04-26 | FACT-2026-04-26-0286 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664659 | 2026-04-26 | FACT-2026-04-26-0287 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664660 | 2026-04-26 | FACT-2026-04-26-0288 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664661 | 2026-04-26 | FACT-2026-04-26-0289 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664662 | 2026-04-26 | FACT-2026-04-26-0290 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664663 | 2026-04-26 | FACT-2026-04-26-0291 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664664 | 2026-04-26 | FACT-2026-04-26-0292 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664665 | 2026-04-26 | FACT-2026-04-26-0293 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664666 | 2026-04-26 | FACT-2026-04-26-0294 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664667 | 2026-04-26 | FACT-2026-04-26-0295 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664668 | 2026-04-26 | FACT-2026-04-26-0296 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664669 | 2026-04-26 | FACT-2026-04-26-0297 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664670 | 2026-04-26 | FACT-2026-04-26-0298 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664670 | 2026-04-26 | FACT-2026-04-26-0299 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664671 | 2026-04-26 | FACT-2026-04-26-0300 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664673 | 2026-04-26 | FACT-2026-04-26-0301 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664674 | 2026-04-26 | FACT-2026-04-26-0302 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664675 | 2026-04-26 | FACT-2026-04-26-0303 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664676 | 2026-04-26 | FACT-2026-04-26-0304 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664677 | 2026-04-26 | FACT-2026-04-26-0305 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664679 | 2026-04-26 | FACT-2026-04-26-0306 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664680 | 2026-04-26 | FACT-2026-04-26-0307 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664680 | 2026-04-26 | FACT-2026-04-26-0308 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664681 | 2026-04-26 | FACT-2026-04-26-0309 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664682 | 2026-04-26 | FACT-2026-04-26-0310 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664683 | 2026-04-26 | FACT-2026-04-26-0311 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664684 | 2026-04-26 | FACT-2026-04-26-0312 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664685 | 2026-04-26 | FACT-2026-04-26-0313 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664686 | 2026-04-26 | FACT-2026-04-26-0314 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664687 | 2026-04-26 | FACT-2026-04-26-0315 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664688 | 2026-04-26 | FACT-2026-04-26-0316 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664689 | 2026-04-26 | FACT-2026-04-26-0317 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664690 | 2026-04-26 | FACT-2026-04-26-0318 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664691 | 2026-04-26 | FACT-2026-04-26-0319 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664691 | 2026-04-26 | FACT-2026-04-26-0320 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664692 | 2026-04-26 | FACT-2026-04-26-0321 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664693 | 2026-04-26 | FACT-2026-04-26-0322 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664694 | 2026-04-26 | FACT-2026-04-26-0323 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664699 | 2026-04-26 | FACT-2026-04-26-0324 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664700 | 2026-04-26 | FACT-2026-04-26-0325 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664701 | 2026-04-26 | FACT-2026-04-26-0326 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664702 | 2026-04-26 | FACT-2026-04-26-0327 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664703 | 2026-04-26 | FACT-2026-04-26-0328 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664704 | 2026-04-26 | FACT-2026-04-26-0329 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664705 | 2026-04-26 | FACT-2026-04-26-0330 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664706 | 2026-04-26 | FACT-2026-04-26-0331 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664707 | 2026-04-26 | FACT-2026-04-26-0332 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664708 | 2026-04-26 | FACT-2026-04-26-0333 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664709 | 2026-04-26 | FACT-2026-04-26-0334 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664710 | 2026-04-26 | FACT-2026-04-26-0335 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664710 | 2026-04-26 | FACT-2026-04-26-0336 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664711 | 2026-04-26 | FACT-2026-04-26-0337 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664712 | 2026-04-26 | FACT-2026-04-26-0338 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664713 | 2026-04-26 | FACT-2026-04-26-0339 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664714 | 2026-04-26 | FACT-2026-04-26-0340 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664715 | 2026-04-26 | FACT-2026-04-26-0341 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664716 | 2026-04-26 | FACT-2026-04-26-0342 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664717 | 2026-04-26 | FACT-2026-04-26-0343 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664718 | 2026-04-26 | FACT-2026-04-26-0344 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664719 | 2026-04-26 | FACT-2026-04-26-0345 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664720 | 2026-04-26 | FACT-2026-04-26-0346 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664720 | 2026-04-26 | FACT-2026-04-26-0347 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664721 | 2026-04-26 | FACT-2026-04-26-0348 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664722 | 2026-04-26 | FACT-2026-04-26-0349 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664723 | 2026-04-26 | FACT-2026-04-26-0350 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664724 | 2026-04-26 | FACT-2026-04-26-0351 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664725 | 2026-04-26 | FACT-2026-04-26-0352 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664726 | 2026-04-26 | FACT-2026-04-26-0353 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664727 | 2026-04-26 | FACT-2026-04-26-0354 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664728 | 2026-04-26 | FACT-2026-04-26-0355 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664729 | 2026-04-26 | FACT-2026-04-26-0356 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664730 | 2026-04-26 | FACT-2026-04-26-0357 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664731 | 2026-04-26 | FACT-2026-04-26-0358 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664732 | 2026-04-26 | FACT-2026-04-26-0359 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664732 | 2026-04-26 | FACT-2026-04-26-0360 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664733 | 2026-04-26 | FACT-2026-04-26-0361 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664734 | 2026-04-26 | FACT-2026-04-26-0362 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664735 | 2026-04-26 | FACT-2026-04-26-0363 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664737 | 2026-04-26 | FACT-2026-04-26-0364 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664738 | 2026-04-26 | FACT-2026-04-26-0365 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664739 | 2026-04-26 | FACT-2026-04-26-0366 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664740 | 2026-04-26 | FACT-2026-04-26-0367 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664741 | 2026-04-26 | FACT-2026-04-26-0368 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664742 | 2026-04-26 | FACT-2026-04-26-0369 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664742 | 2026-04-26 | FACT-2026-04-26-0370 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664743 | 2026-04-26 | FACT-2026-04-26-0371 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664744 | 2026-04-26 | FACT-2026-04-26-0372 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664745 | 2026-04-26 | FACT-2026-04-26-0373 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664746 | 2026-04-26 | FACT-2026-04-26-0374 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664747 | 2026-04-26 | FACT-2026-04-26-0375 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664748 | 2026-04-26 | FACT-2026-04-26-0376 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664749 | 2026-04-26 | FACT-2026-04-26-0377 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664750 | 2026-04-26 | FACT-2026-04-26-0378 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664751 | 2026-04-26 | FACT-2026-04-26-0379 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664752 | 2026-04-26 | FACT-2026-04-26-0380 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664752 | 2026-04-26 | FACT-2026-04-26-0381 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664753 | 2026-04-26 | FACT-2026-04-26-0382 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664754 | 2026-04-26 | FACT-2026-04-26-0383 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664755 | 2026-04-26 | FACT-2026-04-26-0384 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664756 | 2026-04-26 | FACT-2026-04-26-0385 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664757 | 2026-04-26 | FACT-2026-04-26-0386 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664758 | 2026-04-26 | FACT-2026-04-26-0387 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664785 | 2026-04-26 | FACT-2026-04-26-0388 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664786 | 2026-04-26 | FACT-2026-04-26-0389 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664787 | 2026-04-26 | FACT-2026-04-26-0390 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664788 | 2026-04-26 | FACT-2026-04-26-0391 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664789 | 2026-04-26 | FACT-2026-04-26-0392 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664790 | 2026-04-26 | FACT-2026-04-26-0393 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664791 | 2026-04-26 | FACT-2026-04-26-0394 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664792 | 2026-04-26 | FACT-2026-04-26-0395 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664792 | 2026-04-26 | FACT-2026-04-26-0396 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664793 | 2026-04-26 | FACT-2026-04-26-0397 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664794 | 2026-04-26 | FACT-2026-04-26-0398 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664795 | 2026-04-26 | FACT-2026-04-26-0399 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664796 | 2026-04-26 | FACT-2026-04-26-0400 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664797 | 2026-04-26 | FACT-2026-04-26-0401 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664798 | 2026-04-26 | FACT-2026-04-26-0402 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664799 | 2026-04-26 | FACT-2026-04-26-0403 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664800 | 2026-04-26 | FACT-2026-04-26-0404 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664801 | 2026-04-26 | FACT-2026-04-26-0405 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664802 | 2026-04-26 | FACT-2026-04-26-0406 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664803 | 2026-04-26 | FACT-2026-04-26-0407 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664804 | 2026-04-26 | FACT-2026-04-26-0408 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664804 | 2026-04-26 | FACT-2026-04-26-0409 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664805 | 2026-04-26 | FACT-2026-04-26-0410 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664806 | 2026-04-26 | FACT-2026-04-26-0411 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664807 | 2026-04-26 | FACT-2026-04-26-0412 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664808 | 2026-04-26 | FACT-2026-04-26-0413 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664809 | 2026-04-26 | FACT-2026-04-26-0414 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664810 | 2026-04-26 | FACT-2026-04-26-0415 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664811 | 2026-04-26 | FACT-2026-04-26-0416 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664812 | 2026-04-26 | FACT-2026-04-26-0417 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664813 | 2026-04-26 | FACT-2026-04-26-0418 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664814 | 2026-04-26 | FACT-2026-04-26-0419 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664814 | 2026-04-26 | FACT-2026-04-26-0420 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.664815 | 2026-04-26 | FACT-2026-04-26-0421 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
